Id,MSSubClass,LotFrontage,LotArea,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageQual,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MoSold,YrSold,SaleCondition,SalePrice
1347,20,0,20781,ir2,lvl,allpub,culdsac,gtl,nwames,1fam,1story,7,7,1968,2003,hip,compshg,brkface,hdboard,none,0,ta,ta,cblock,TA,TA,No,BLQ,297,Rec,68,1203,1568,GasA,TA,Y,SBrkr,2156,0,0,2156,0,0,2,0,3,1,TA,9,Typ,1,Gd,Attchd,Gd,Y,0,80,0,290,0,0,6,2006,1,262500
1253,20,62,9858,reg,lvl,allpub,inside,gtl,mitchel,1fam,1story,5,6,1968,1968,gable,compshg,hdboard,hdboard,none,0,ta,ta,cblock,TA,TA,No,BLQ,510,Unf,0,354,864,GasA,TA,Y,SBrkr,874,0,0,874,1,0,1,0,3,1,TA,5,Typ,0,NA,Attchd,TA,Y,33,0,0,0,0,0,11,2009,1,130000
735,20,0,8978,ir1,lvl,allpub,corner,gtl,sawyer,1fam,1story,5,5,1968,1968,gable,compshg,plywood,plywood,none,0,ta,ta,pconc,TA,TA,No,Unf,0,Unf,0,948,948,GasA,TA,Y,SBrkr,948,0,0,948,0,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,TA,Y,147,0,0,0,0,0,5,2007,1,108000
135,20,78,10335,ir1,lvl,allpub,inside,gtl,sawyer,1fam,1story,5,6,1968,1993,gable,compshg,plywood,plywood,none,0,ta,ta,cblock,TA,TA,No,Rec,570,Unf,0,891,1461,GasA,Gd,Y,SBrkr,1721,0,0,1721,0,0,2,1,3,1,TA,7,Min1,1,TA,Attchd,TA,Y,0,96,180,0,0,0,7,2006,1,180000
1078,20,0,15870,ir1,lvl,allpub,corner,gtl,names,1fam,1story,5,5,1969,1969,gable,compshg,vinylsd,plywood,none,0,ta,ta,cblock,TA,TA,Mn,BLQ,75,Rec,791,230,1096,GasA,Ex,Y,SBrkr,1096,0,0,1096,1,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,TA,Y,240,32,0,0,0,0,3,2006,1,138800
702,20,80,9600,reg,lvl,allpub,inside,gtl,nwames,1fam,1story,7,5,1969,1969,hip,compshg,hdboard,hdboard,brkface,168,ta,ta,cblock,TA,TA,No,Unf,0,Unf,0,1164,1164,GasA,TA,Y,SBrkr,1164,0,0,1164,0,0,1,1,3,1,TA,6,Typ,0,NA,Attchd,TA,Y,0,0,0,0,0,0,7,2006,1,140000
755,20,61,7930,reg,lvl,allpub,inside,gtl,names,1fam,1story,6,8,1969,2005,gable,compshg,plywood,plywood,none,0,ta,ta,cblock,TA,TA,No,GLQ,439,LwQ,472,115,1026,GasA,Gd,Y,SBrkr,1026,0,0,1026,1,0,1,0,3,1,Gd,5,Typ,0,NA,Detchd,TA,Y,171,48,0,0,0,0,7,2009,1,156000
1260,20,65,9750,reg,lvl,allpub,fr2,gtl,names,1fam,1story,6,8,1969,1969,gable,compshg,hdboard,hdboard,none,0,ta,ta,cblock,Gd,TA,No,ALQ,602,LwQ,438,14,1054,GasA,Gd,Y,SBrkr,1054,0,0,1054,1,0,1,1,3,1,TA,6,Typ,0,NA,Attchd,TA,Y,180,0,0,0,80,0,7,2008,1,151000
720,20,69,9920,ir1,lvl,allpub,inside,gtl,collgcr,1fam,1story,5,6,1969,1969,gable,compshg,hdboard,plywood,none,0,ta,ta,cblock,Gd,TA,Gd,ALQ,523,Unf,0,448,971,GasA,TA,Y,SBrkr,971,0,0,971,0,0,1,1,3,1,TA,5,Typ,1,Po,Attchd,TA,Y,0,0,0,0,0,0,5,2006,1,128500
1420,20,0,16381,ir1,lvl,allpub,inside,gtl,crawfor,1fam,1story,6,5,1969,1969,gable,compshg,plywood,plywood,brkface,312,gd,gd,cblock,TA,TA,Av,Rec,1110,Unf,0,734,1844,GasA,Gd,Y,SBrkr,1844,0,0,1844,1,0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,TA,Y,0,73,216,0,0,0,12,2006,1,223000
17,20,0,11241,ir1,lvl,allpub,culdsac,gtl,names,1fam,1story,6,7,1970,1970,gable,compshg,wd sdng,wd sdng,brkface,180,ta,ta,cblock,TA,TA,No,ALQ,578,Unf,0,426,1004,GasA,Ex,Y,SBrkr,1004,0,0,1004,1,0,1,0,2,1,TA,5,Typ,1,TA,Attchd,TA,Y,0,0,0,0,0,0,3,2010,1,149000
889,20,95,15865,ir1,lvl,allpub,inside,mod,names,1fam,1story,8,6,1970,1970,flat,tar&grv,wd sdng,wd sdng,none,0,gd,gd,pconc,TA,Gd,Gd,ALQ,351,Rec,823,1043,2217,GasA,Ex,Y,SBrkr,2217,0,0,2217,1,0,2,0,4,1,Gd,8,Typ,1,TA,Attchd,TA,Y,81,207,0,0,224,0,10,2007,1,268000
1007,20,0,12155,ir3,lvl,allpub,inside,gtl,names,1fam,1story,6,3,1970,1970,gable,compshg,plywood,plywood,none,0,ta,ta,cblock,Gd,TA,No,LwQ,1237,Unf,0,420,1657,GasA,Gd,Y,SBrkr,1657,0,0,1657,0,1,2,0,3,1,TA,7,Typ,1,TA,Attchd,TA,Y,0,0,0,0,147,0,3,2007,1,163500
467,20,85,10628,reg,lvl,allpub,inside,gtl,names,1fam,1story,7,5,1970,1970,flat,tar&grv,plywood,plywood,none,0,ta,ta,cblock,TA,Gd,Gd,GLQ,778,Unf,0,499,1277,GasA,TA,Y,SBrkr,1277,0,0,1277,1,0,1,0,2,1,TA,5,Typ,1,Po,Attchd,TA,Y,0,0,0,0,176,0,4,2007,1,167000
998,20,0,11717,ir1,lvl,allpub,inside,gtl,nwames,1fam,1story,6,6,1970,1970,hip,compshg,hdboard,hdboard,brkface,571,ta,ta,cblock,TA,TA,No,Unf,0,Unf,0,1442,1442,GasA,TA,Y,SBrkr,1442,0,0,1442,0,0,2,0,2,1,TA,6,Typ,1,TA,Attchd,TA,Y,371,0,0,0,0,0,2,2009,1,185000
1382,20,0,12925,ir1,lvl,allpub,corner,gtl,names,1fam,1story,6,7,1970,1970,gable,compshg,brkface,plywood,none,0,ta,ta,cblock,TA,TA,Mn,BLQ,865,Unf,0,340,1205,GasA,Ex,Y,SBrkr,2117,0,0,2117,0,0,2,1,4,1,TA,7,Typ,2,Gd,Attchd,TA,Y,0,42,0,0,0,0,5,2008,1,237500
866,20,0,8750,ir1,lvl,allpub,inside,gtl,names,1fam,1story,5,6,1970,1970,gable,compshg,metalsd,metalsd,brkface,76,ta,ta,cblock,TA,TA,No,BLQ,828,Unf,0,174,1002,GasA,TA,Y,SBrkr,1002,0,0,1002,1,0,1,0,3,1,TA,5,Typ,0,NA,Detchd,TA,Y,0,0,0,0,0,0,8,2009,1,148500
1201,20,71,9353,reg,lvl,allpub,inside,gtl,names,1fam,1story,4,5,1970,1970,gable,compshg,metalsd,metalsd,none,0,ta,ta,cblock,TA,TA,No,Unf,0,Unf,0,864,864,GasA,Gd,Y,SBrkr,864,0,0,864,0,0,1,0,3,1,TA,5,Typ,0,NA,Attchd,TA,Y,0,0,0,0,0,0,7,2006,1,116050
136,20,80,10400,reg,lvl,allpub,inside,gtl,nwames,1fam,1story,7,6,1970,1970,hip,compshg,plywood,plywood,brkface,288,ta,ta,pconc,TA,TA,No,Unf,0,Unf,0,1304,1304,GasA,Gd,Y,SBrkr,1682,0,0,1682,0,0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,TA,Y,98,0,0,0,0,0,5,2008,1,174000
67,20,0,19900,reg,lvl,allpub,inside,gtl,names,1fam,1story,7,5,1970,1989,gable,compshg,plywood,plywood,brkface,287,ta,ta,cblock,Gd,TA,Gd,GLQ,912,Unf,0,1035,1947,GasA,TA,Y,SBrkr,2207,0,0,2207,1,0,2,0,3,1,TA,7,Min1,1,Gd,Attchd,TA,Y,301,0,0,0,0,0,7,2010,1,180000
726,20,60,6960,reg,lvl,allpub,inside,gtl,names,1fam,1story,4,6,1970,1970,gable,compshg,hdboard,plywood,none,0,ta,ta,cblock,TA,TA,No,ALQ,375,BLQ,239,250,864,GasA,TA,Y,SBrkr,864,0,0,864,0,0,1,0,3,1,Gd,5,Typ,0,NA,Detchd,TA,Y,96,0,0,0,0,0,11,2009,1,120500
723,20,70,8120,reg,lvl,allpub,inside,gtl,names,1fam,1story,4,7,1970,1970,gable,compshg,metalsd,metalsd,none,0,ta,ta,cblock,TA,TA,No,ALQ,191,Unf,0,673,864,GasA,Ex,Y,SBrkr,864,0,0,864,0,0,1,0,3,1,TA,5,Typ,0,NA,Detchd,TA,Y,0,0,0,0,0,0,7,2009,1,124500
1102,20,61,9758,ir1,lvl,allpub,inside,gtl,names,1fam,1story,5,5,1971,1971,gable,compshg,hdboard,metalsd,none,0,ta,ta,cblock,TA,TA,No,BLQ,412,LwQ,287,251,950,GasA,TA,Y,SBrkr,950,0,0,950,0,0,1,0,3,1,TA,5,Typ,0,NA,Detchd,TA,Y,0,0,0,0,0,0,7,2007,1,119500
1358,20,0,12537,ir1,lvl,allpub,culdsac,gtl,names,1fam,1story,5,6,1971,2008,gable,compshg,vinylsd,vinylsd,none,0,ta,ta,cblock,TA,TA,No,GLQ,734,Unf,0,344,1078,GasA,Ex,Y,SBrkr,1078,0,0,1078,1,0,1,1,3,1,TA,6,Typ,1,Fa,Attchd,TA,Y,0,0,0,0,0,0,4,2010,1,149900
488,20,70,12243,ir1,lvl,allpub,inside,gtl,nwames,1fam,1story,5,6,1971,1971,gable,compshg,plywood,plywood,none,0,ta,ta,cblock,Gd,TA,Av,ALQ,998,Unf,0,486,1484,GasA,Gd,Y,SBrkr,1484,0,0,1484,0,0,2,0,3,1,TA,7,Typ,1,TA,Attchd,TA,Y,224,0,0,0,180,0,2,2007,1,175000
1341,20,70,8294,reg,lvl,allpub,inside,gtl,names,1fam,1story,4,5,1971,1971,gable,compshg,metalsd,metalsd,none,0,ta,ta,cblock,TA,TA,No,Unf,0,Unf,0,858,858,GasA,TA,Y,SBrkr,872,0,0,872,0,0,1,0,3,1,TA,5,Typ,0,NA,Detchd,TA,Y,0,0,0,0,0,0,6,2007,1,123000
1437,20,60,9000,reg,lvl,allpub,fr2,gtl,names,1fam,1story,4,6,1971,1971,gable,compshg,hdboard,hdboard,none,0,ta,ta,pconc,TA,TA,No,ALQ,616,Unf,0,248,864,GasA,TA,Y,SBrkr,864,0,0,864,0,0,1,0,3,1,TA,5,Typ,0,NA,Detchd,TA,Y,0,0,0,0,0,0,5,2007,1,120500
707,20,0,115149,ir2,low,allpub,culdsac,sev,clearcr,1fam,1story,7,5,1971,2002,gable,compshg,plywood,plywood,stone,351,ta,ta,cblock,Gd,TA,Gd,GLQ,1219,Unf,0,424,1643,GasA,TA,Y,SBrkr,1824,0,0,1824,1,0,2,0,2,1,Gd,5,Typ,2,TA,Attchd,TA,Y,380,48,0,0,0,0,6,2007,1,302000
224,20,70,10500,reg,lvl,allpub,fr2,gtl,names,1fam,1story,4,6,1971,1971,gable,compshg,hdboard,hdboard,none,0,ta,ta,cblock,TA,TA,No,ALQ,524,LwQ,180,160,864,GasA,Gd,Y,SBrkr,864,0,0,864,0,0,1,0,2,1,TA,4,Typ,0,NA,Detchd,TA,Y,216,0,0,0,0,0,3,2009,1,97000
901,20,0,7340,ir1,lvl,allpub,inside,gtl,names,1fam,1story,4,6,1971,1971,gable,compshg,hdboard,hdboard,none,0,ta,ta,cblock,TA,TA,No,ALQ,322,Unf,0,536,858,GasA,TA,Y,SBrkr,858,0,0,858,0,0,1,0,2,1,TA,4,Typ,0,NA,Detchd,TA,Y,0,0,0,0,0,0,6,2007,1,110000
646,20,0,10530,ir1,lvl,allpub,corner,gtl,names,1fam,1story,6,5,1971,1971,hip,compshg,plywood,plywood,none,0,ta,ta,cblock,TA,TA,No,ALQ,282,LwQ,35,664,981,GasA,TA,Y,SBrkr,981,0,0,981,1,0,1,1,3,1,TA,5,Typ,0,NA,Detchd,TA,Y,0,312,40,0,0,0,3,2007,1,143250
141,20,70,10500,reg,lvl,allpub,fr2,gtl,names,1fam,1story,4,5,1971,1971,gable,compshg,hdboard,hdboard,none,0,ta,ta,cblock,TA,TA,No,ALQ,432,Unf,0,432,864,GasA,TA,Y,SBrkr,864,0,0,864,0,0,1,0,3,1,TA,5,Typ,1,Po,NA,NA,Y,0,0,0,0,0,0,4,2010,1,115000
288,20,0,8125,ir1,lvl,allpub,corner,gtl,names,1fam,1story,4,4,1971,1971,gable,compshg,hdboard,hdboard,none,0,ta,ta,cblock,TA,TA,No,BLQ,614,Unf,0,244,858,GasA,TA,Y,SBrkr,858,0,0,858,0,0,1,0,3,1,TA,5,Typ,0,NA,NA,NA,Y,0,0,0,0,0,0,6,2006,1,88000
1081,20,80,11040,reg,lvl,allpub,inside,gtl,nwames,1fam,1story,6,7,1971,2004,gable,compshg,vinylsd,vinylsd,brkface,144,gd,gd,cblock,TA,TA,No,ALQ,656,Unf,0,602,1258,GasA,Ex,Y,SBrkr,1258,0,0,1258,0,1,2,0,3,1,Gd,5,Typ,0,NA,Attchd,TA,Y,55,0,0,216,0,0,10,2008,1,145000
950,20,78,9360,reg,lvl,allpub,inside,gtl,nwames,1fam,1story,6,7,1972,2006,hip,compshg,plywood,plywood,none,0,ta,ta,cblock,TA,TA,No,ALQ,982,Unf,0,179,1161,GasA,TA,Y,SBrkr,1381,0,0,1381,1,0,1,1,3,1,Gd,5,Typ,1,TA,Attchd,TA,Y,0,0,0,0,0,0,3,2010,1,197500
1026,20,70,7700,reg,lvl,allpub,corner,gtl,collgcr,1fam,1story,5,5,1972,1972,gable,compshg,vinylsd,vinylsd,none,0,ta,ta,cblock,TA,TA,No,LwQ,138,Rec,468,276,882,GasA,TA,Y,SBrkr,882,0,0,882,1,0,1,0,3,1,TA,5,Typ,0,NA,Detchd,TA,Y,96,0,0,0,0,0,3,2007,1,112500
1340,20,120,9560,ir1,lvl,allpub,corner,gtl,collgcr,1fam,1story,5,7,1972,1972,hip,compshg,metalsd,metalsd,none,0,ta,ta,cblock,TA,TA,Mn,Rec,360,Unf,0,504,864,GasA,Ex,Y,SBrkr,864,0,0,864,0,0,1,0,3,1,TA,5,Typ,0,NA,Attchd,TA,Y,0,0,0,0,0,0,6,2006,1,128500
397,20,60,7200,reg,low,allpub,inside,gtl,collgcr,1fam,1story,5,5,1972,1972,hip,compshg,metalsd,metalsd,none,0,ta,ta,cblock,TA,TA,Av,Rec,777,Unf,0,117,894,GasA,TA,Y,SBrkr,894,0,0,894,0,0,1,0,2,1,TA,6,Typ,0,NA,Detchd,TA,Y,215,0,0,0,0,0,9,2009,1,123000
195,20,60,7180,ir1,lvl,allpub,inside,gtl,collgcr,1fam,1story,5,7,1972,1972,hip,compshg,hdboard,hdboard,none,0,ta,ta,cblock,TA,TA,Av,ALQ,390,Unf,0,474,864,GasA,TA,Y,SBrkr,864,0,0,864,0,0,1,0,3,1,TA,5,Typ,0,NA,Detchd,TA,Y,0,0,0,0,0,0,5,2008,1,127000
304,20,70,9800,reg,lvl,allpub,corner,gtl,collgcr,1fam,1story,5,7,1972,1972,gable,compshg,vinylsd,vinylsd,none,0,ta,ta,pconc,TA,TA,No,ALQ,894,Unf,0,0,894,GasA,TA,Y,SBrkr,894,0,0,894,1,0,1,0,3,1,TA,5,Typ,0,NA,Attchd,TA,Y,256,0,0,0,0,0,7,2006,1,149900
538,20,0,12735,ir1,lvl,allpub,fr2,gtl,names,1fam,1story,4,5,1972,1972,hip,compshg,metalsd,metalsd,none,0,ta,ta,cblock,TA,TA,No,BLQ,600,Unf,0,264,864,GasA,TA,Y,SBrkr,864,0,0,864,0,0,1,0,3,1,TA,5,Typ,0,NA,Detchd,TA,Y,216,0,0,0,0,0,4,2008,1,111250
848,20,36,15523,ir1,lvl,allpub,culdsac,gtl,collgcr,1fam,1story,5,6,1972,1972,gable,compshg,hdboard,plywood,none,0,ta,ta,cblock,TA,TA,Av,BLQ,460,Unf,0,404,864,GasA,Ex,Y,SBrkr,864,0,0,864,1,0,1,0,3,1,TA,5,Typ,1,Fa,Attchd,TA,Y,0,0,0,0,0,0,8,2009,1,133500
60,20,60,7200,reg,bnk,allpub,inside,gtl,collgcr,1fam,1story,5,7,1972,1972,gable,compshg,hdboard,hdboard,none,0,ta,ta,cblock,TA,TA,Av,ALQ,632,Unf,0,148,780,GasA,Ex,Y,SBrkr,780,0,0,780,0,0,1,0,2,1,TA,4,Typ,0,NA,Detchd,TA,Y,196,0,0,0,0,0,1,2008,1,124900
718,20,80,10000,reg,lvl,allpub,inside,gtl,nwames,1fam,1story,5,6,1973,2000,gable,compshg,hdboard,hdboard,none,0,ta,ta,cblock,Gd,TA,No,BLQ,1084,Unf,0,92,1176,GasA,Gd,Y,SBrkr,1178,0,0,1178,0,1,1,1,3,1,Gd,5,Typ,1,Fa,Attchd,TA,Y,224,0,0,0,0,0,11,2008,1,157000
456,20,80,9600,reg,lvl,allpub,inside,gtl,nwames,1fam,1story,7,6,1973,1973,hip,compshg,hdboard,hdboard,brkface,320,ta,ta,cblock,TA,TA,No,ALQ,916,Unf,0,326,1242,GasA,Fa,Y,SBrkr,1242,0,0,1242,0,0,1,1,3,1,TA,6,Typ,1,TA,Attchd,TA,Y,0,0,0,0,0,0,9,2007,1,175500
71,20,95,13651,ir1,lvl,allpub,inside,gtl,names,1fam,1story,7,6,1973,1973,gable,compshg,plywood,plywood,brkface,1115,ta,ta,cblock,Gd,TA,Gd,ALQ,1880,Unf,0,343,2223,GasA,Ex,Y,SBrkr,2223,0,0,2223,1,0,2,0,3,1,TA,8,Typ,2,Gd,Attchd,TA,Y,300,0,0,0,0,0,2,2007,1,244000
562,20,77,10010,reg,lvl,allpub,inside,mod,mitchel,1fam,1story,5,5,1974,1975,gable,compshg,hdboard,hdboard,none,0,ta,ta,cblock,Gd,TA,Av,ALQ,1071,LwQ,123,195,1389,GasA,Gd,Y,SBrkr,1389,0,0,1389,1,0,1,0,2,1,TA,6,Typ,1,TA,Attchd,TA,Y,240,38,0,0,0,0,4,2006,1,170000
811,20,78,10140,reg,lvl,allpub,inside,gtl,nwames,1fam,1story,6,6,1974,1999,hip,compshg,hdboard,hdboard,brkface,99,ta,ta,cblock,TA,TA,No,ALQ,663,LwQ,377,0,1040,GasA,Fa,Y,SBrkr,1309,0,0,1309,1,0,1,1,3,1,Gd,5,Typ,1,Fa,Attchd,TA,Y,265,0,0,0,0,648,1,2006,1,181000
716,20,78,10140,reg,lvl,allpub,inside,gtl,nwames,1fam,1story,6,5,1974,1974,hip,compshg,hdboard,hdboard,brkface,174,ta,ta,cblock,Gd,TA,No,Unf,0,Unf,0,1064,1064,GasA,TA,Y,SBrkr,1350,0,0,1350,0,0,2,0,3,1,TA,7,Typ,1,TA,Attchd,TA,Y,0,0,0,0,0,0,8,2009,1,165000
778,20,100,13350,ir1,lvl,allpub,inside,gtl,sawyer,1fam,1story,5,5,1974,1974,hip,compshg,hdboard,plywood,none,0,ta,ta,cblock,TA,TA,No,ALQ,762,Unf,0,102,864,GasA,TA,Y,SBrkr,894,0,0,894,1,0,1,0,3,1,TA,5,Typ,1,Fa,Attchd,TA,Y,241,0,0,0,0,0,6,2006,1,142500
452,20,62,70761,ir1,low,allpub,inside,mod,clearcr,1fam,1story,7,5,1975,1975,gable,wdshngl,plywood,plywood,none,0,ta,ta,cblock,Gd,TA,Gd,ALQ,655,Unf,0,878,1533,GasA,TA,Y,SBrkr,1533,0,0,1533,1,0,2,0,2,1,Gd,5,Typ,2,TA,Attchd,TA,Y,200,54,0,0,0,0,12,2006,1,280000
151,20,120,10356,reg,lvl,allpub,corner,gtl,collgcr,1fam,1story,5,6,1975,1975,gable,compshg,hdboard,hdboard,none,0,ta,ta,cblock,TA,TA,Av,BLQ,716,Unf,0,253,969,GasA,TA,Y,SBrkr,969,0,0,969,0,0,1,1,3,1,TA,5,Typ,0,NA,Attchd,TA,Y,0,0,0,0,0,0,1,2007,1,122000
44,20,0,9200,ir1,lvl,allpub,culdsac,gtl,collgcr,1fam,1story,5,6,1975,1980,hip,compshg,vinylsd,vinylsd,none,0,ta,ta,cblock,Gd,TA,Av,LwQ,280,BLQ,491,167,938,GasA,TA,Y,SBrkr,938,0,0,938,1,0,1,0,3,1,TA,5,Typ,0,NA,Detchd,TA,Y,145,0,0,0,0,0,7,2008,1,130250
595,20,88,7990,ir1,lvl,allpub,inside,gtl,collgcr,1fam,1story,5,6,1975,1975,hip,compshg,hdboard,hdboard,none,0,ta,ta,cblock,Gd,TA,No,Unf,0,Unf,0,924,924,GasA,TA,Y,SBrkr,924,0,0,924,0,0,1,0,3,1,TA,5,Typ,0,NA,Detchd,TA,Y,0,0,0,0,0,0,4,2008,1,110000
1205,20,78,10140,reg,lvl,allpub,inside,gtl,nwames,1fam,1story,5,6,1975,1975,gable,compshg,hdboard,hdboard,none,0,ta,ta,cblock,Gd,TA,No,ALQ,788,Unf,0,268,1056,GasA,Ex,Y,SBrkr,1074,0,0,1074,1,0,1,1,3,1,TA,6,Typ,0,NA,Attchd,TA,Y,0,88,0,0,0,0,7,2006,1,153500
234,20,75,10650,reg,lvl,allpub,corner,gtl,collgcr,1fam,1story,5,6,1976,1976,gable,compshg,hdboard,hdboard,none,0,ta,ta,cblock,TA,Gd,Av,LwQ,182,ALQ,712,0,894,GasA,TA,Y,SBrkr,894,0,0,894,1,0,1,0,3,1,TA,5,Typ,0,NA,Attchd,TA,Y,365,0,0,0,0,0,2,2010,1,128200
1025,20,0,15498,ir1,lvl,allpub,corner,gtl,timber,1fam,1story,8,6,1976,1976,hip,wdshake,stone,hdboard,none,0,gd,gd,cblock,Gd,TA,Av,ALQ,1165,LwQ,400,0,1565,GasA,TA,Y,SBrkr,2898,0,0,2898,1,0,2,0,2,1,Gd,10,Typ,1,Gd,Attchd,TA,Y,0,72,174,0,0,0,5,2008,1,287000
1056,20,104,11361,reg,lvl,allpub,inside,gtl,nwames,1fam,1story,6,5,1976,1976,gable,compshg,plywood,plywood,brkface,160,ta,ta,cblock,Gd,TA,No,ALQ,644,Unf,0,549,1193,GasA,TA,Y,SBrkr,1523,0,0,1523,0,1,2,0,3,1,TA,7,Typ,1,TA,Attchd,TA,Y,0,0,0,0,189,0,5,2008,1,180000
406,20,0,9991,ir1,lvl,allpub,corner,gtl,sawyer,1fam,1story,4,4,1976,1993,gable,compshg,plywood,plywood,none,0,ta,ta,cblock,TA,TA,No,BLQ,1116,Unf,0,165,1281,GasA,Ex,Y,SBrkr,1620,0,0,1620,1,0,2,0,3,1,TA,8,Min1,1,TA,Attchd,TA,Y,120,78,0,0,0,0,6,2009,1,150000
859,20,80,10400,reg,lvl,allpub,inside,gtl,nwames,1fam,1story,7,5,1976,1976,gable,compshg,hdboard,hdboard,brkface,189,ta,ta,cblock,Gd,TA,No,Unf,0,Unf,0,1090,1090,GasA,TA,Y,SBrkr,1370,0,0,1370,0,0,2,0,3,1,TA,6,Typ,1,TA,Attchd,TA,Y,0,0,0,0,0,0,6,2009,1,152000
2,20,80,9600,reg,lvl,allpub,fr2,gtl,veenker,1fam,1story,6,8,1976,1976,gable,compshg,metalsd,metalsd,none,0,ta,ta,cblock,Gd,TA,Gd,ALQ,978,Unf,0,284,1262,GasA,Ex,Y,SBrkr,1262,0,0,1262,0,1,2,0,3,1,TA,6,Typ,1,TA,Attchd,TA,Y,298,0,0,0,0,0,5,2007,1,181500
1156,20,90,10768,ir1,lvl,allpub,corner,gtl,veenker,1fam,1story,5,8,1976,2004,gable,compshg,plywood,plywood,none,0,gd,gd,cblock,Gd,TA,Gd,ALQ,1157,Unf,0,280,1437,GasA,TA,Y,SBrkr,1437,0,0,1437,1,0,2,0,3,1,Gd,6,Typ,1,Fa,Attchd,TA,Y,0,21,0,0,180,0,7,2007,1,218000
270,20,0,7917,ir1,lvl,allpub,corner,gtl,edwards,1fam,1story,6,7,1976,1976,hip,compshg,hdboard,hdboard,brkface,174,ta,ta,cblock,TA,Gd,No,BLQ,751,Unf,0,392,1143,GasA,TA,Y,SBrkr,1113,0,0,1113,1,0,1,1,3,1,TA,6,Typ,1,Fa,Attchd,TA,Y,370,30,0,0,0,0,5,2007,1,148000
926,20,0,15611,ir1,lvl,allpub,corner,gtl,nwames,1fam,1story,5,6,1977,1977,gable,compshg,vinylsd,vinylsd,none,0,ta,ta,pconc,Gd,TA,Av,ALQ,767,LwQ,93,266,1126,GasA,TA,Y,SBrkr,1126,0,0,1126,0,1,2,0,3,1,Ex,6,Typ,0,NA,Attchd,TA,Y,180,0,0,0,0,0,3,2008,1,175000
101,20,0,10603,ir1,lvl,allpub,inside,gtl,nwames,1fam,1story,6,7,1977,2001,gable,compshg,plywood,plywood,brkface,28,ta,ta,pconc,TA,TA,Mn,ALQ,1200,Unf,0,410,1610,GasA,Gd,Y,SBrkr,1610,0,0,1610,1,0,2,0,3,1,Gd,6,Typ,2,TA,Attchd,TA,Y,168,68,0,0,0,0,2,2010,1,205000
1435,20,80,17400,reg,low,allpub,inside,mod,mitchel,1fam,1story,5,5,1977,1977,gable,compshg,brkface,brkface,none,0,ta,ta,cblock,TA,TA,No,ALQ,936,Unf,0,190,1126,GasA,Fa,Y,SBrkr,1126,0,0,1126,1,0,2,0,3,1,TA,5,Typ,1,Gd,Attchd,TA,P,295,41,0,0,0,0,5,2006,1,160000
1139,20,0,9819,ir1,lvl,allpub,inside,mod,mitchel,1fam,1story,6,5,1977,1977,gable,compshg,plywood,imstucc,none,0,ta,ta,pconc,TA,TA,Gd,ALQ,1567,Unf,0,0,1567,GasA,TA,Y,SBrkr,1567,0,0,1567,1,0,2,0,2,1,Gd,5,Typ,2,TA,Attchd,TA,Y,264,32,0,0,0,0,5,2009,1,196000
633,20,85,11900,reg,lvl,allpub,inside,gtl,nwames,1fam,1story,7,5,1977,1977,hip,compshg,plywood,plywood,brkface,209,ta,ta,cblock,TA,TA,No,ALQ,822,Unf,0,564,1386,GasA,TA,Y,SBrkr,1411,0,0,1411,0,0,2,0,3,1,TA,6,Typ,1,TA,Attchd,TA,Y,192,0,0,0,0,0,4,2009,1,82500
797,20,71,8197,reg,lvl,allpub,inside,gtl,sawyer,1fam,1story,6,5,1977,1977,gable,compshg,plywood,plywood,brkface,148,ta,ta,cblock,TA,TA,No,Unf,0,Unf,0,660,660,GasA,Ex,Y,SBrkr,1285,0,0,1285,0,0,1,1,3,1,TA,7,Typ,1,TA,Attchd,TA,Y,138,0,0,0,0,0,4,2007,1,143500
1283,20,61,8800,ir1,lvl,allpub,inside,gtl,collgcr,1fam,1story,5,7,1977,2008,gable,compshg,hdboard,hdboard,none,0,ta,ta,cblock,Gd,TA,Mn,LwQ,532,Rec,144,364,1040,GasA,TA,Y,SBrkr,1040,0,0,1040,0,0,2,0,3,1,Gd,5,Typ,0,NA,Detchd,TA,Y,0,0,0,0,288,0,9,2009,1,150500
